Time,GameId,Type,Player,x,y,z
3,1,POS,Steven,196.066834,2128.107666,24.125000
3,1,POS,Steven,195.215393,2095.273193,24.125000
4,1,POS,Ranger,1046.057861,1824.359985,24.125000
4,1,POS,Steven,393.266022,1988.194702,24.125000
4,1,POS,Ranger,1084.511353,1863.246582,24.125000
4,1,POS,Steven,620.709656,2083.820068,24.125000
4,1,POS,Ranger,1100.662720,2029.962891,24.125000
4,1,POS,Ranger,1094.497070,2061.527100,24.125000
5,1,POS,Ranger,1092.842041,2086.395264,24.125000
5,1,POS,Steven,687.261780,2131.689209,24.125000
5,1,POS,Ranger,1093.290527,2095.543213,24.125000
6,1,POS,Ranger,1088.533691,1986.517090,24.125000
6,1,POS,Steven,797.565979,2336.359863,28.125000
7,1,POS,Ranger,970.113647,1743.020630,24.125000
7,1,POS,Steven,861.670532,2029.813843,24.125380
8,1,POS,Ranger,877.696777,1514.102539,24.236504
8,1,POS,Steven,945.488098,1814.245605,58.952015
9,1,POS,Ranger,672.342102,1357.456787,24.127846
9,1,POS,Steven,883.656982,1491.671143,68.971794
9,1,POS,Ranger,669.221130,1314.296143,24.127846
10,1,POS,Ranger,841.888489,1289.250000,24.127846
10,1,POS,Steven,673.210876,1448.479248,24.128120
10,1,POS,Ranger,882.205078,1318.091797,24.127846
11,1,POS,Ranger,1029.714478,1343.271484,24.128138
11,1,POS,Steven,874.918335,1273.983398,24.250507
12,1,POS,Ranger,1086.037598,1142.891235,24.125000
12,1,POS,Steven,929.176636,1246.425659,24.250507
12,1,DPOS,Ranger,1070.868652,1111.767212,24.125000
12,1,POS,Steven,936.114197,1252.770508,24.250507
13,1,POS,Ranger,1127.659668,967.659912,24.135273
13,1,POS,Steven,1069.287598,1268.732910,24.250507
13,1,SPAWN,Ranger,212.000000,2360.000000,65.000000
14,1,POS,Ranger,212.000000,2360.000000,56.125000
14,1,POS,Steven,1089.419067,949.538269,24.250507
15,1,POS,Ranger,218.968689,2195.754639,32.125000
15,1,POS,Steven,1128.062500,614.435242,-15.875001
15,1,POS,Steven,1128.520508,543.869202,-15.875001
15,1,POS,Steven,1097.839844,503.289642,-15.875001
16,1,POS,Ranger,241.609345,2105.863037,24.130995
16,1,POS,Steven,891.099915,530.302307,-15.875000
17,1,POS,Ranger,452.421204,2132.906006,28.125000
17,1,POS,Steven,689.798401,311.519653,24.125000
17,1,POS,Ranger,619.838440,2079.187012,24.127834
18,1,POS,Ranger,706.312195,2092.444580,24.127834
18,1,POS,Steven,687.979065,-8.777489,69.309204
18,1,POS,Steven,686.356628,-44.050507,71.118111
19,1,POS,Ranger,962.733887,2006.446899,24.127859
19,1,POS,Steven,631.776123,158.173706,60.747818
20,1,POS,Ranger,1030.034546,1743.126343,24.127859
20,1,POS,Steven,611.920105,486.881195,-15.875000
20,1,POS,Steven,314.710327,534.219727,-15.875000
21,1,POS,Ranger,910.186768,1543.478027,24.127859
21,1,POS,Steven,303.079407,525.860168,-15.875000
22,1,POS,Ranger,698.956665,1393.962891,24.127869
22,1,POS,Steven,255.648758,792.990906,24.125000
23,1,POS,Ranger,508.104034,1288.552856,24.127869
23,1,POS,Steven,246.153763,1111.354492,24.125000
24,1,POS,Ranger,189.060043,1304.179565,31.112507
24,1,POS,Steven,275.939026,1238.307495,24.125000
24,1,DPOS,Ranger,192.101181,1185.009888,24.125000
24,1,POS,Steven,258.424713,1025.233032,24.128929
25,1,POS,Ranger,270.583954,1177.003662,76.621170
25,1,POS,Steven,230.213104,869.419922,24.129244
26,1,POS,Ranger,324.796051,1171.473389,24.125000
26,1,POS,Steven,193.989655,1031.203125,24.129244
26,1,POS,Steven,197.234177,1061.045166,24.129244
26,1,SPAWN,Ranger,212.000000,2360.000000,65.000000
27,1,POS,Ranger,222.052399,2181.130615,47.125000
27,1,POS,Steven,409.793854,1243.004761,24.129244
28,1,POS,Ranger,202.834747,2197.797363,39.125000
28,1,POS,Steven,670.851563,1411.080933,24.129244
28,1,POS,Ranger,197.196060,2167.888428,24.125000
28,1,POS,Ranger,220.903305,2125.641113,24.130987
29,1,POS,Ranger,305.575867,2219.916260,39.125000
29,1,POS,Steven,426.580902,1600.481323,24.125000
30,1,POS,Ranger,544.131836,2054.259766,24.127842
30,1,POS,Steven,389.350128,1920.716431,24.125000
30,1,POS,Ranger,630.190430,2072.855713,26.834768
31,1,POS,Ranger,609.336304,2230.500977,24.125000
31,1,POS,Steven,385.984375,1941.720825,43.330788
32,1,DPOS,Steven,591.757996,2091.052979,51.122009
32,1,POS,Ranger,531.399414,2151.681641,24.127853
32,1,POS,Ranger,531.399414,2151.681641,24.127853
32,1,POS,Steven,591.757996,2091.052979,51.122009
33,1,POS,Ranger,785.765503,2260.621094,24.125000
33,1,POS,Steven,652.096619,2117.925049,24.125000
34,1,POS,Ranger,1048.494629,2337.483887,56.125000
34,1,POS,Ranger,1048.494629,2337.483887,56.125000
34,1,POS,Steven,652.096619,2117.925049,24.125000
34,1,SPAWN,Steven,936.000000,824.000000,-7.000000
34,1,POS,Ranger,1080.041260,2332.831543,56.125000
35,1,POS,Ranger,896.175171,2331.243408,24.125000
35,1,POS,Steven,776.317261,740.939270,-15.875000
35,1,POS,Steven,710.012207,741.217102,-17.649200
36,1,POS,Ranger,647.026733,2146.970703,24.127834
36,1,POS,Steven,779.063782,591.142761,-15.875000
36,1,POS,Ranger,539.968994,2128.327148,24.127834
36,1,POS,Ranger,620.093079,2062.656738,24.127834
37,1,POS,Ranger,648.302002,2047.512329,24.127834
37,1,POS,Steven,1038.027954,773.672730,24.125000
38,1,POS,Ranger,637.369995,1761.845459,24.127834
38,1,POS,Steven,1082.515625,1092.018188,24.125000
39,1,POS,Ranger,369.425659,1712.763794,24.127842
39,1,POS,Steven,829.075439,1250.037842,24.125000
40,1,POS,Ranger,609.611633,1589.073608,26.427692
40,1,POS,Steven,688.050293,1399.612305,24.125000
40,1,DPOS,Ranger,668.324707,1402.443848,24.125536
40,1,POS,Steven,609.753113,1354.201050,25.633198
41,1,POS,Ranger,677.060303,1386.838013,24.126003
41,1,POS,Steven,683.335571,1298.389282,24.125000
42,1,POS,Ranger,677.060303,1386.838013,24.126003
42,1,POS,Steven,742.910950,1522.111694,24.125000
42,1,SPAWN,Ranger,936.000000,824.000000,-7.000000
43,1,POS,Ranger,936.000000,824.000000,-15.875000
43,1,POS,Steven,603.616089,1812.120361,24.125000
44,1,POS,Ranger,720.798401,733.669983,-16.875000
44,1,POS,Steven,315.453949,1959.774536,24.146126
44,1,POS,Ranger,708.598389,745.719971,-19.875000
44,1,POS,Steven,255.485275,2060.953125,24.146126
45,1,POS,Ranger,413.883759,787.484131,-15.875000
45,1,POS,Steven,347.830566,2184.687744,24.146126
45,1,POS,Steven,620.350464,2099.601318,24.297703
46,1,POS,Ranger,225.763046,891.001831,24.125000
46,1,POS,Steven,656.223877,2088.124512,24.297703
47,1,POS,Ranger,255.138397,1206.518555,24.125000
47,1,POS,Steven,652.152893,1775.509399,24.297703
48,1,POS,Ranger,550.546509,1289.172363,24.125000
48,1,POS,Steven,684.681091,1451.687744,24.297703
48,1,POS,Steven,664.832153,1371.586548,24.297703
49,1,POS,Ranger,495.804871,1368.871948,24.127840
49,1,POS,Steven,704.097961,1309.287476,24.297703
49,1,POS,Steven,709.990418,1263.130249,24.297890
50,1,POS,Ranger,296.847412,1245.156128,24.125000
50,1,POS,Steven,719.213501,1266.328369,24.298187
50,1,DPOS,Ranger,470.831238,1286.982178,24.125000
50,1,POS,Steven,573.528687,1319.995239,24.298601
50,1,POS,Steven,544.871399,1273.723145,24.125000
51,1,POS,Ranger,436.045624,1266.431641,24.139668
51,1,POS,Steven,540.266785,1239.125122,28.125000
52,1,POS,Ranger,436.045624,1266.431641,24.139668
52,1,POS,Steven,298.337524,1164.013306,24.146128
52,1,SPAWN,Ranger,1024.000000,1000.000000,33.000000
53,1,POS,Ranger,1030.748535,1149.327026,24.125000
53,1,POS,Steven,250.307755,857.214355,24.146128
54,1,POS,Ranger,993.099548,1356.823608,24.125000
54,1,POS,Steven,535.364380,770.524048,-15.875000
54,1,POS,Ranger,973.435486,1353.936646,24.125000
54,1,POS,Steven,621.222046,754.321655,-15.875000
55,1,POS,Ranger,717.096130,1286.166626,24.125000
55,1,POS,Steven,849.918640,682.685059,-15.875000
56,1,POS,Ranger,554.928223,1290.476685,24.125000
56,1,POS,Steven,1106.042603,824.831909,24.125000
57,1,POS,Ranger,618.710876,1501.064087,24.125000
57,1,POS,Steven,1050.133789,1146.279053,24.125000
57,1,POS,Ranger,424.187775,1491.144531,24.127846
58,1,POS,Ranger,390.819366,1536.594849,24.127846
58,1,POS,Steven,767.617493,1275.992676,24.125000
59,1,POS,Ranger,382.933136,1856.209961,24.127846
59,1,POS,Steven,552.943726,1493.427368,28.125000
60,1,POS,Ranger,537.821960,2121.489258,24.127834
60,1,POS,Steven,356.645813,1737.293579,24.145906
60,1,POS,Ranger,624.612732,2114.058838,24.127834
61,1,POS,Ranger,831.347473,2100.312988,24.125000
61,1,POS,Steven,195.240738,1910.826904,24.145906
61,1,DPOS,Steven,198.204239,2036.590454,24.145906
61,1,POS,Ranger,935.117981,2061.205078,28.125000
61,1,POS,Ranger,1073.106689,2031.047729,24.127855
62,1,POS,Ranger,1088.498779,2034.929321,24.127855
62,1,POS,Steven,195.126648,2237.218994,48.125000
62,1,POS,Ranger,1128.410889,2060.719727,24.127855
62,1,POS,Ranger,1136.359253,2093.207275,24.127855
63,1,POS,Ranger,1094.213135,2016.948120,24.127855
63,1,POS,Steven,195.126648,2237.218994,48.125000
63,1,SPAWN,Steven,936.000000,824.000000,-7.000000
63,1,POS,Ranger,1110.598755,1930.024292,24.127855
64,1,POS,Ranger,1034.678101,1752.634033,24.127855
64,1,POS,Steven,826.925476,745.810364,-15.875000
64,1,POS,Steven,712.364563,729.009888,-18.155600
65,1,POS,Ranger,755.010254,1836.973633,28.125000
65,1,POS,Steven,613.278870,580.474426,-15.875000
66,1,POS,Ranger,581.074341,1780.960938,28.125000
66,1,POS,Steven,680.314331,258.241821,36.125000
66,1,POS,Steven,656.674561,-46.652763,71.315567
67,1,POS,Ranger,304.235626,1941.509033,24.127840
67,1,POS,Steven,657.692871,-60.536858,72.027573
67,1,POS,Ranger,249.654846,2000.053467,24.127840
67,1,POS,Ranger,208.091263,2069.567383,24.127840
67,1,POS,Ranger,202.253479,2098.223389,24.127840
68,1,POS,Ranger,215.175308,2059.742676,24.127840
68,1,POS,Steven,673.505554,138.332565,61.829353
69,1,POS,Ranger,316.728119,1758.421631,24.127840
69,1,POS,Steven,709.328674,447.860382,-15.875000
70,1,POS,Ranger,468.105927,1537.048340,24.127840
70,1,POS,Steven,912.874573,498.520905,-15.875000
71,1,POS,Ranger,673.168762,1359.709229,24.127853
71,1,POS,Steven,1165.265259,632.843750,-15.875000
72,1,POS,Ranger,411.802979,1271.109741,24.127853
72,1,POS,Steven,1124.289673,940.203430,24.125000
73,1,POS,Ranger,274.472076,1042.329346,24.127853
73,1,POS,Steven,1164.875000,1243.852905,24.125000
74,1,POS,Ranger,237.909958,723.226501,20.127853
74,1,POS,Steven,1134.427612,1339.395142,24.125000
74,1,POS,Ranger,238.861389,544.220642,-15.875000
75,1,POS,Ranger,330.961273,555.767334,-15.875000
75,1,POS,Steven,1091.864502,1335.886353,24.125000
76,1,POS,Ranger,566.095215,756.749939,-15.875000
76,1,POS,Steven,818.279846,1338.275147,28.125000
76,1,POS,Ranger,629.884460,763.875427,-15.875000
77,1,POS,Ranger,735.341431,722.401550,-19.875000
77,1,POS,Steven,685.047119,1359.745361,24.125000
78,1,POS,Ranger,985.710022,569.830750,-15.875000
78,1,POS,Steven,435.521729,1507.427368,24.128126
78,1,POS,Steven,424.467590,1504.788940,24.128126
78,1,POS,Ranger,1013.124512,541.577148,-15.875000
79,1,POS,Ranger,1086.583252,729.936829,8.125000
79,1,POS,Steven,283.726013,1518.774170,24.128126
80,1,POS,Ranger,1097.600708,1038.366699,24.125000
80,1,POS,Steven,338.018555,1768.191284,24.128126
81,1,POS,Ranger,952.999085,1299.863403,24.125000
81,1,POS,Steven,489.698578,1543.727417,24.128126
82,1,POS,Ranger,730.544678,1337.160034,27.125000
82,1,POS,Steven,679.499451,1573.558716,24.128124
83,1,POS,Ranger,687.176086,1262.509888,24.127851
83,1,POS,Steven,407.821869,1498.096680,24.125000
83,1,POS,Steven,407.585022,1499.323853,24.125000
84,1,POS,Ranger,1008.883728,1290.731567,24.127851
84,1,POS,Steven,652.544251,1414.836914,38.501770
85,1,POS,Ranger,1096.034302,990.995972,24.127851
85,1,POS,Steven,908.179565,1215.212280,66.162209
85,1,DPOS,Ranger,1088.896240,783.549622,24.127851
85,1,POS,Steven,1090.173340,1124.537598,24.125000
86,1,POS,Ranger,1092.598145,739.942200,8.127932
86,1,POS,Steven,1110.614746,1018.228699,24.125000
86,1,POS,Steven,1066.168823,884.306885,24.125000
87,1,POS,Ranger,1093.321777,731.360718,8.136965
87,1,POS,Steven,1114.466675,752.872986,23.889799
87,1,POS,Steven,1162.439819,541.438355,-15.875000
87,1,SPAWN,Ranger,212.000000,2360.000000,65.000000
88,1,POS,Ranger,213.225113,2338.489014,56.125000
88,1,POS,Steven,1053.308838,506.015259,-15.875000
89,1,POS,Ranger,238.092316,2219.240234,40.125000
89,1,POS,Steven,785.899048,677.675049,-15.875000
90,1,POS,Ranger,264.053986,2112.333496,24.130987
90,1,POS,Steven,539.607849,489.118256,-15.875000
91,1,POS,Ranger,437.024658,2154.254639,28.125000
91,1,POS,Steven,260.472046,635.966675,-15.875000
91,1,POS,Ranger,627.714905,2073.551270,24.127842
92,1,POS,Ranger,662.511536,2064.536621,24.127842
92,1,POS,Steven,279.829681,948.937683,24.125000
93,1,POS,Ranger,670.235535,1754.475342,24.127842
93,1,POS,Steven,360.667206,1214.843994,24.125000
93,1,POS,Steven,625.366089,1295.831299,24.125000
94,1,POS,Ranger,718.854858,1445.483398,24.127842
94,1,POS,Steven,665.937439,1315.670166,24.125000
95,1,POS,Ranger,686.203369,1283.135620,24.125000
95,1,POS,Steven,647.480042,1554.987793,24.125000
95,1,POS,Ranger,887.926880,1324.810913,24.125000
96,1,POS,Ranger,894.853149,1364.411987,24.125000
96,1,POS,Steven,682.592529,1372.820679,24.125000
96,1,DPOS,Steven,792.689148,1308.208984,24.125000
96,1,POS,Ranger,998.028809,1345.069092,24.125000
97,1,POS,Ranger,1117.526489,1245.648926,24.125000
97,1,POS,Steven,789.824768,1301.086914,24.126406
98,1,POS,Ranger,1085.092285,1023.948731,24.125000
98,1,POS,Steven,789.824768,1301.086914,24.126406
98,1,SPAWN,Steven,212.000000,2360.000000,65.000000
99,1,POS,Ranger,963.100342,1274.733765,24.125000
99,1,POS,Steven,279.610779,2288.654541,56.067402
99,1,POS,Ranger,902.010742,1294.165649,24.125000
100,1,POS,Ranger,1069.181396,1227.430908,24.125000
100,1,POS,Steven,558.909912,2124.851807,24.146128
100,1,POS,Steven,619.999023,2106.410156,24.146128
101,1,POS,Ranger,1087.959106,909.502563,24.125000
101,1,POS,Steven,827.845520,1952.544556,24.146128
102,1,POS,Ranger,905.072815,726.289001,-7.869122
102,1,POS,Steven,953.339905,1683.358398,24.128120
102,1,POS,Ranger,712.736877,731.191467,-16.875000
103,1,POS,Ranger,654.792114,678.568176,-19.875000
103,1,POS,Steven,720.476929,1462.276611,24.128124
104,1,POS,Ranger,668.883667,362.115570,0.125000
104,1,POS,Steven,902.090454,1299.405518,24.128124
105,1,POS,Ranger,675.216919,39.795357,66.843231
105,1,POS,Steven,1085.720093,1056.386719,24.128124
105,1,POS,Ranger,672.627930,-44.392429,71.160637
106,1,POS,Ranger,675.660400,117.589478,62.854038
106,1,POS,Steven,1128.161987,793.168945,24.125465
107,1,POS,Ranger,845.174438,337.968262,16.932730
107,1,POS,Steven,993.767456,649.437988,-15.875000
108,1,POS,Ranger,891.540344,449.324493,-15.861262
108,1,POS,Steven,1016.341675,558.852844,-15.875000
108,1,DPOS,Steven,1018.501038,560.282349,-15.875000
108,1,POS,Ranger,903.068359,458.826508,-15.861262
108,1,POS,Ranger,918.956787,570.443726,-15.861262
109,1,POS,Ranger,943.449341,760.623535,-15.861262
109,1,POS,Steven,1045.548584,584.157959,-15.874331
109,1,SPAWN,Steven,1052.000000,1432.000000,33.000000
110,1,POS,Ranger,1095.008667,868.377441,24.125000
110,1,POS,Steven,1052.000000,1432.000000,24.125000
111,1,POS,Ranger,1078.914429,1188.410278,24.125000
111,1,POS,Steven,1003.616455,1648.874756,24.125000
112,1,POS,Ranger,805.824829,1291.653809,24.125000
112,1,POS,Steven,858.692322,1908.660767,28.125000
112,1,POS,Steven,649.279541,2061.293945,24.128126
113,1,POS,Ranger,604.515564,1492.620850,24.125000
113,1,POS,Steven,611.750977,2108.990479,24.128126
113,1,POS,Ranger,423.022919,1487.506836,24.127844
114,1,POS,Ranger,396.435883,1500.857788,24.127844
114,1,POS,Steven,313.614868,2179.025635,24.128122
114,1,POS,Steven,255.362717,2161.519287,24.128122
114,1,POS,Steven,208.914978,2128.656494,24.128122
114,1,POS,Steven,201.072922,2094.520020,24.128122
115,1,POS,Ranger,365.078247,1818.477661,24.127844
115,1,POS,Steven,261.982788,1932.992432,24.128122
115,1,DPOS,Ranger,364.395294,1815.232300,24.127844
115,1,POS,Steven,279.451599,1917.916138,24.128122
116,1,POS,Ranger,424.873596,1710.191528,24.139557
116,1,POS,Steven,456.103516,1932.824585,28.125000
117,1,POS,Ranger,424.873596,1710.191528,24.139557
117,1,POS,Steven,366.081268,1622.741455,24.145906
117,1,SPAWN,Ranger,416.000000,824.000000,-7.000000
118,1,POS,Ranger,504.264709,677.625671,-15.875000
118,1,POS,Steven,625.744690,1442.110962,24.128122
118,1,POS,Ranger,631.413940,748.515015,-19.875000
119,1,POS,Ranger,725.333618,773.904846,-15.875000
119,1,POS,Steven,883.393188,1299.498779,24.128122
120,1,POS,Ranger,1039.841797,779.397156,24.125000
120,1,POS,Steven,1078.548828,1095.686890,24.128122
121,1,POS,Ranger,1001.383789,751.283630,68.125000
121,1,POS,Steven,1098.021729,1059.552979,24.128122
122,1,POS,Ranger,900.213013,772.869690,-15.875000
122,1,POS,Steven,1085.917481,1147.054565,24.128122
123,1,POS,Ranger,996.631348,768.604858,16.125000
123,1,POS,Steven,1075.400147,955.467529,24.128122
124,1,POS,Ranger,961.598999,832.107788,0.125000
124,1,POS,Steven,1196.217163,651.037781,-15.875000
124,1,DPOS,Steven,959.514832,579.492065,-15.872267
124,1,POS,Ranger,988.003174,644.171997,-15.875000
125,1,POS,Ranger,992.767517,645.754395,-15.875000
125,1,POS,Steven,937.390381,562.935059,-15.871600
126,1,POS,Ranger,1080.271240,909.260864,24.125000
126,1,POS,Steven,937.390381,562.935059,-15.871600
126,1,SPAWN,Steven,1052.000000,1432.000000,33.000000
127,1,POS,Ranger,939.576782,782.903626,7.125000
127,1,POS,Steven,1048.107788,1435.892212,24.125000
127,1,POS,Ranger,904.920471,688.176453,-15.875000
128,1,POS,Ranger,942.159668,749.416199,-15.875000
128,1,POS,Steven,978.934448,1717.921265,24.125000
129,1,POS,Ranger,1107.831177,918.359375,24.125000
129,1,POS,Steven,795.122681,1962.338501,24.128126
130,1,POS,Ranger,1064.520630,1233.120728,24.125000
130,1,POS,Steven,513.330811,1985.167725,24.128126
130,1,POS,Steven,359.812927,1920.336792,24.127909
131,1,POS,Ranger,757.400757,1285.430176,24.125000
131,1,POS,Steven,320.153656,1781.744995,24.127909
132,1,POS,Ranger,729.918884,1587.291260,24.125000
132,1,POS,Steven,501.416046,1611.673218,24.127909
133,1,POS,Ranger,637.719605,1778.575562,36.884769
133,1,POS,Steven,694.824341,1619.125122,24.125000
133,1,DPOS,Steven,679.378601,1622.035645,24.125000
133,1,POS,Ranger,664.199890,1666.400024,24.125000
133,1,DPOS,Ranger,664.199890,1666.400024,24.125000
133,1,POS,Ranger,664.199890,1666.400024,24.125000
134,1,POS,Ranger,637.134827,1687.768189,27.992283
134,1,POS,Steven,664.974609,1586.662231,24.128174
135,1,POS,Ranger,637.134827,1691.368286,24.125000
135,1,POS,Steven,664.974609,1586.662231,24.128174
135,1,SPAWN,Steven,416.000000,824.000000,-7.000000
135,1,SPAWN,Ranger,212.000000,2360.000000,65.000000
136,1,POS,Ranger,219.221497,2242.610352,56.125000
136,1,POS,Steven,437.896606,802.103394,-15.875000
136,1,POS,Steven,620.034058,743.329041,-16.240400
137,1,POS,Ranger,247.633453,2222.234375,47.125000
137,1,POS,Steven,736.690918,691.503906,-15.875000
138,1,POS,Ranger,319.156067,2190.166992,24.131001
138,1,POS,Steven,1023.318481,547.114380,-15.875000
139,1,POS,Ranger,608.271057,2084.556152,24.127832
139,1,POS,Steven,1124.763672,768.225647,24.125000
139,1,POS,Ranger,618.281067,2084.836182,24.127832
140,1,POS,Ranger,671.259705,1847.933960,24.127832
140,1,POS,Steven,1137.338013,1086.760620,24.125000
140,1,POS,Ranger,672.304871,1720.064575,24.127832
140,1,POS,Ranger,672.718262,1640.308472,24.127832
141,1,POS,Ranger,671.033264,1583.143188,24.127832
141,1,POS,Steven,919.383057,1285.820313,24.125000
142,1,POS,Ranger,592.200317,1286.511719,24.127842
142,1,POS,Steven,657.024292,1363.523438,24.125000
142,1,POS,Steven,705.960144,1281.817627,24.557251
143,1,POS,Ranger,863.849304,1289.168457,24.127836
143,1,POS,Steven,720.620789,1364.854248,24.184515
144,1,POS,Ranger,627.314697,1306.034790,24.128136
144,1,POS,Steven,831.917175,1249.484741,27.307800
144,1,POS,Steven,947.193359,1312.701538,24.145906
144,1,DPOS,Steven,1077.525391,1267.792236,24.145906
144,1,POS,Ranger,745.445862,1237.559448,28.125000
145,1,POS,Ranger,750.964844,1238.710205,28.125000
145,1,POS,Steven,1107.603027,1215.173950,36.721577
146,1,POS,Ranger,710.808960,1405.425171,24.127857
146,1,POS,Steven,1164.873413,1051.653931,24.125000
146,1,SPAWN,Steven,212.000000,2360.000000,65.000000
147,1,POS,Ranger,941.214355,1285.263550,24.127838
147,1,POS,Steven,212.000000,2360.000000,56.125000
147,1,POS,Ranger,1089.083374,1220.385742,24.127838
148,1,POS,Ranger,1088.191772,1127.259644,24.127838
148,1,POS,Steven,424.052826,2172.889893,28.125000
148,1,POS,Steven,620.965637,2113.518311,24.125000
149,1,POS,Ranger,1089.155151,807.608398,24.127838
149,1,POS,Steven,730.050964,2058.963379,24.125000
150,1,POS,Ranger,792.923035,718.560791,-15.875000
150,1,POS,Steven,959.342285,1835.506104,24.146128
150,1,POS,Ranger,699.788513,733.907288,-19.875000
151,1,POS,Ranger,683.771179,553.967224,-15.875000
151,1,POS,Steven,854.769470,1557.400269,24.146128
152,1,POS,Ranger,667.332764,231.876999,48.125000
152,1,POS,Steven,761.382996,1431.125488,28.125000
152,1,POS,Ranger,673.745361,-45.368359,71.015984
153,1,POS,Ranger,673.616577,-57.083908,71.616791
153,1,POS,Steven,685.197388,1421.830322,24.125000
154,1,POS,Ranger,669.624268,245.683121,49.267021
154,1,POS,Steven,893.598328,1262.549561,24.163914
155,1,POS,Ranger,876.700928,455.312317,-15.875000
155,1,POS,Steven,1110.860230,1066.822998,24.163914
156,1,POS,Ranger,1099.013672,656.439575,-15.875000
156,1,POS,Steven,1113.394165,822.112366,24.163914
157,1,POS,Ranger,1114.558960,783.357361,24.125000
157,1,POS,Steven,1139.075439,1052.216187,24.163914
158,1,POS,Ranger,1072.935425,900.878662,24.125000
158,1,POS,Steven,1123.628418,1205.725586,24.163914
158,1,DPOS,Ranger,1101.935425,1009.199829,24.125000
158,1,POS,Steven,1119.016602,1214.040771,24.163914
159,1,POS,Ranger,1088.705322,972.838623,24.139433
159,1,POS,Steven,1119.016602,1214.040771,24.163914
159,1,POS,Steven,1100.585083,1126.503784,24.163914
160,1,POS,Ranger,1088.705322,972.838623,24.139433
160,1,POS,Steven,1110.353272,1079.850586,24.163914
160,1,SPAWN,Ranger,216.000000,1328.000000,33.000000
161,1,POS,Ranger,408.804382,1285.454712,24.125000
161,1,POS,Steven,1124.309570,755.534912,24.106314
162,1,POS,Ranger,729.327576,1288.315430,24.125000
162,1,POS,Steven,1023.159241,511.829590,-15.875000
163,1,POS,Ranger,761.710205,1287.317017,24.125000
163,1,POS,Steven,848.790527,573.758972,-15.875000
163,1,POS,Steven,713.163452,704.556335,-16.316601
164,1,POS,Ranger,594.934998,1529.920288,24.125000
164,1,POS,Steven,588.152893,761.499084,-15.875000
164,1,POS,Ranger,423.301025,1488.666870,24.127842
165,1,POS,Ranger,389.718079,1533.586792,24.127842
165,1,POS,Steven,297.388336,727.032837,0.125000
166,1,POS,Ranger,356.224091,1850.551758,24.127842
166,1,POS,Steven,249.241409,1046.650147,24.125000
166,1,POS,Ranger,223.707565,2027.229614,24.127842
166,1,POS,Ranger,200.781708,2067.066162,24.127842
167,1,POS,Ranger,195.702225,2098.232910,24.127842
167,1,POS,Ranger,195.702225,2098.232910,24.127842
167,1,POS,Steven,470.643189,1247.374878,24.125000
168,1,POS,Ranger,403.734680,2250.946289,24.130926
168,1,POS,Steven,650.950073,1451.119141,24.128126
168,1,POS,Ranger,622.958069,2128.379150,24.127840
169,1,POS,Ranger,630.960449,2121.400635,24.127840
169,1,POS,Steven,408.460297,1578.437866,24.145906
170,1,POS,Ranger,645.959290,1839.926514,24.127840
170,1,POS,Steven,351.532166,1832.655029,24.145906
171,1,POS,Ranger,551.654114,1865.307495,28.125000
171,1,POS,Steven,466.387543,1998.436035,27.899000
171,1,DPOS,Ranger,695.132385,1688.833862,24.127840
171,1,POS,Steven,778.945618,2214.708496,24.213850
172,1,POS,Ranger,694.765137,1674.418823,24.127922
172,1,POS,Steven,788.581299,2219.752197,24.213850
173,1,POS,Ranger,694.267822,1654.856445,24.127922
173,1,POS,Steven,585.832886,2123.592285,24.213850
173,1,SPAWN,Ranger,212.000000,2360.000000,65.000000
174,1,POS,Ranger,213.210831,2338.488281,56.125000
174,1,POS,Steven,664.795349,1816.624268,24.213850
174,1,POS,Steven,670.750916,1744.709595,24.213850
175,1,POS,Ranger,219.598084,2029.242065,24.125000
175,1,POS,Steven,682.531555,1495.402710,24.213850
176,1,POS,Ranger,350.949707,1755.146973,24.125000
176,1,POS,Steven,875.028259,1291.011475,24.213850
176,1,POS,Ranger,376.070343,1507.701172,24.125000
177,1,POS,Ranger,376.722412,1500.769897,24.125000
177,1,POS,Steven,1111.040527,1127.838745,24.213850
178,1,POS,Ranger,642.699036,1455.810913,24.127832
178,1,POS,Steven,1077.530762,809.041870,24.213850
178,1,POS,Steven,1072.809082,546.498291,-15.875000
178,1,POS,Steven,1072.809082,546.498291,-15.875000
179,1,POS,Ranger,784.011047,1282.164795,24.127840
179,1,POS,Steven,1006.604065,506.659821,-15.875000
180,1,POS,Ranger,1079.952148,1214.813843,24.127840
180,1,POS,Steven,700.526917,503.593658,-15.875000
181,1,POS,Ranger,1086.227295,896.144897,24.127840
181,1,POS,Steven,645.709839,187.343536,58.276108
181,1,POS,Steven,710.764587,-44.631329,71.211639
182,1,POS,Ranger,886.658691,694.076904,-15.875000
182,1,POS,Steven,676.167847,-72.954186,72.664185
182,1,POS,Ranger,711.992859,733.113892,-16.875000
183,1,POS,Ranger,705.754822,702.424805,-25.875000
183,1,POS,Steven,667.659241,231.990448,52.549492
184,1,POS,Ranger,769.508789,433.436676,-15.875000
184,1,POS,Steven,634.087341,561.712769,-15.875000
185,1,POS,Ranger,837.732788,702.152588,-15.724817
185,1,POS,Steven,690.454102,729.953735,-25.875000
186,1,POS,Ranger,766.123657,803.668945,37.764828
186,1,POS,Steven,665.650208,586.596680,-15.874553
186,1,DPOS,Ranger,838.648560,783.642029,-15.875000
